наименование	производитель	код
	Не определен	61895
	Не определен	31983
	Не определен	30999
	Не определен	30999
	Не определен	63716
	Не определен	65034
	Не определен	32973
	Не определен	30906
	Не определен	72899
	Не определен	64525
	Не определен	51251
	Не определен	63157
	Не определен	31028
	Не определен	31126
	Не определен	31369
	Не определен	63564
	atlantic Droga Kolinska	41040
	atlantic Droga Kolinska	30585
	Не определен	31706
	Не определен	30893
	Не определен	59840
	Не определен	62216
	Не определен	73163
	Не определен	72270
	abdi Ibrahim llac San. ve	72757
	Не определен	27824
	leo Laboratories	70784
	Не определен	55943
	pharmacia&Upjohn	71914
	Не определен	72084
	Не определен	72085
	Не определен	72086
	Не определен	72087
	Не определен	69368
	Не определен	69368
	Не определен	71818
	Не определен	37113
	Не определен	72552
	actavis	65607
	Не определен	44690
	Не определен	44690
	Не определен	72202
	Не определен	49322
	Не определен	70986
	Не определен	60906
	Не определен	60906
	Не определен	69537
	laboratorios Menarini S.A	51940
	Не определен	66810
	Не определен	71379
	rompharm	54662
	rompharm	54662
	rompharm	54662
	Не определен	40856
	Не определен	40949
	Не определен	69294
	Не определен	52432
	Не определен	66571
	Не определен	48163
	Не определен	73009
	Не определен	73009
	Не определен	33765
	Не определен	64472
	Не определен	72630
	Не определен	54357
	Не определен	54357
	Не определен	36520
	Не определен	59093
	Не определен	70371
	sanofi-Syntelabo	70699
	Не определен	71402
	Не определен	69215
	Не определен	70140
	Не определен	70140
	Не определен	70140
	Не определен	45431
	Не определен	57180
	Не определен	27845
	Не определен	53203
	Не определен	54551
	Не определен	54551
	Не определен	54551
	Не определен	66396
	unither Liquid Manufacturing, France	63083
	Не определен	73267
	Не определен	67222
	Не определен	68549
	Не определен	68549
	Не определен	67375
	Не определен	73334
	ameriPharma Labs LLC/Unipharm,In	71090
	unipharm	60186
	Не определен	73105
	Не определен	66142
	Не определен	57096
	Не определен	57096
	bayer Weimar	70304
	bayer Weimar	70594
	Не определен	71454
	Не определен	72439
	Не определен	63336
	Не определен	70018
	Не определен	70018
	Не определен	60862
	Не определен	65856
	Не определен	62311
	Не определен	65369
	Не определен	37902
	Не определен	52947
	bayer Weimar	56162
	bayer Weimar	56162
	Не определен	65633
	Не определен	70798
	Не определен	70798
	Не определен	65965
	Не определен	33988
	Не определен	42589
	Не определен	70828
	Не определен	66451
	Не определен	66451
	Не определен	66451
	Не определен	62772
	ipca Laboratories Ltd	68678
	dae Hwa Pharmaceutical Co. Ltd.	72007
	dae Hwa Pharmaceutical Co. Ltd.	72007
	Не определен	27873
	Не определен	67261
	Не определен	67261
	unique Pharmaceutical Lab	73186
	Не определен	70954
	Не определен	66610
	Не определен	46182
	Не определен	73274
	Не определен	35793
	Не определен	27872
	Не определен	27872
	Не определен	71246
	Не определен	71246
	Не определен	72662
	Не определен	69013
	g.L.Pharma Gmbh	55069
	Не определен	71581
	Не определен	56376
	Не определен	63152
	Не определен	64946
	"Eagle Nutrionals, Inc." US	37231
	novartis Pharma	72091
	Не определен	71978
	Не определен	66831
	Не определен	66831
	Не определен	73312
	s.C. Rompharm Company S.R.L.	62718
	Не определен	27900
	Не определен	27900
	Не определен	71380
	Не определен	71381
	Не определен	69213
	Не определен	27901
	Не определен	30375
	Не определен	30375
	biologische Heilmittel GmbH	54652
	Не определен	70926
	Не определен	27905
	Не определен	72358
	Не определен	70620
	Не определен	72179
	fareva Amboise	70099
	fareva Amboise	70546
	Не определен	69551
	Не определен	69551
	galderma	54764
	Не определен	27909
	Не определен	27910
	mylan Laboratories	54917
	novartis Pharma	70785
	novartis Pharma	70785
	Не определен	73281
	Не определен	73064
	Не определен	72303
	Не определен	70086
	Не определен	35594
	Не определен	62564
	Не определен	62564
	Не определен	67168
	Не определен	30317
	Не определен	30317
	Не определен	33306
	Не определен	33306
	unique Pharmaceutical Lab	70191
	unique Pharmaceutical Lab	70191
	Не определен	30506
	dr.THEISS	60358
	Не определен	71252
	dolorgiet	54850
	Не определен	47740
	Не определен	66936
	Не определен	72810
	Не определен	27933
	Не определен	55225
	Не определен	57066
	Не определен	58719
	Не определен	57526
	Не определен	63735
	Не определен	72430
	Не определен	72430
	Не определен	38215
	Не определен	51538
	Не определен	27939
	Не определен	56174
	uPSA	61478
	Не определен	40227
	Не определен	73042
	Не определен	41179
	Не определен	41179
	Не определен	37591
	Не определен	44697
	Не определен	30465
	Не определен	62724
	Не определен	36088
	Не определен	27940
	Не определен	27940
	Не определен	47976
	Не определен	27942
	queisser Pharma	55117
	Не определен	68833
	Не определен	68923
	Не определен	27945
	Не определен	34584
	Не определен	49245
	guangzhou Yiya Cosmetics Co., Ltd	61780
	Не определен	72469
	Не определен	72466
	Не определен	72467
	Не определен	72465
	Не определен	72468
	Не определен	73141
	Не определен	68612
	Не определен	68612
	Не определен	72057
	Не определен	69327
	Не определен	72674
	Не определен	72674
	Не определен	73180
	Не определен	71293
	Не определен	27957
	Не определен	72514
	kRKA	60236
	Не определен	65924
	Не определен	65924
	Не определен	61627
	Не определен	61628
	"Eagle Nutrionals, Inc." US	47489
	Не определен	57696
	pILEJE INDUSTRIE	67633
	Не определен	71208
	Не определен	71208
	Не определен	39231
	Не определен	36521
	Не определен	44896
	Не определен	71917
	Не определен	69324
	Не определен	61614
	reckitt Benckiser	69067
	Не определен	45983
	reckitt Benckiser Healthcare (UK)	66681
	reckitt Benckiser Healthcare (UK)	66681
	reckitt Benckiser	53045
	reckitt Benckiser Healthcare (UK)	56218
	Не определен	71003
	Не определен	71003
	Не определен	68469
	Не определен	72008
	abbott Laboratories	73133
	Не определен	72165
	abbott Laboratories	64343
	abbott Laboratories	64343
	Не определен	67355
	abbott Biologicals	55118
	abbott Biologicals	67555
	abbott Biologicals	67555
	Не определен	73236
	Не определен	73237
	lTS Lohmann Therapie-Systeme/Novartis Ph	71418
	Не определен	71750
	Не определен	56167
	Не определен	56167
	Не определен	70193
	bayer Weimar	72681
	bayer Weimar	72681
	Не определен	73037
	ningbo Raffini Import&Export Co.Ltd	70380
	ningbo Raffini Import&Export Co.Ltd	70380
	Не определен	69349
	Не определен	60386
	Не определен	65063
	Не определен	65063
	Не определен	71329
	"Eagle Nutrionals, Inc." US	34869
	"Eagle Nutrionals, Inc." US	34869
	Не определен	71729
	Не определен	66037
	Не определен	73151
	Не определен	73149
	Не определен	73150
	Не определен	60731
	Не определен	61224
	Не определен	59145
	Не определен	61225
	Не определен	61225
	Не определен	61227
	Не определен	61227
	Не определен	61227
	Не определен	72847
	Не определен	27982
	gillete CN CN	69279
	gillete CN CN	70549
	Не определен	39002
	Не определен	45669
	Не определен	39487
	Не определен	70028
	Не определен	55723
	Не определен	67928
	Не определен	52568
	Не определен	65290
	Не определен	47653
	Не определен	51574
	Не определен	28012
	Не определен	53802
	Не определен	52463
	"Eagle Nutrionals, Inc." US	33368
	trommsdorff	54851
	Не определен	69225
	Не определен	68631
	Не определен	45390
	danapha Pharmaceutical Joint Stock Compa	73299
	Не определен	43511
	Не определен	38186
	Не определен	34818
	Не определен	70381
	Не определен	61924
	Не определен	72921
	Не определен	69834
	Не определен	70856
	Не определен	69990
	Не определен	71012
	Не определен	70103
	Не определен	70209
	pharmygiene-Scat	72538
	Не определен	52003
	sCA Hygine Products S.A., BE	61936
	Не определен	64531
	Не определен	70410
	Не определен	72128
	Не определен	73107
	Не определен	73318
	Не определен	73124
	Не определен	70534
	jadran Galenskiy laboratorij	72101
	jadran Galenskiy laboratorij	71339
	Не определен	35683
	Не определен	52596
	kRKA	70036
	Не определен	61389
	Не определен	61157
	Не определен	72133
	Не определен	73306
	Не определен	61158
	Не определен	61848
	Не определен	63096
	Не определен	61620
	Не определен	61526
	Не определен	47884
	Не определен	71709
	Не определен	72239
	Не определен	37451
	Не определен	67919
	Не определен	42743
	Не определен	28040
	Не определен	28041
	opella Healthcare Hungary Ltd	71287
	a.Nattermann	71198
	Не определен	71433
	menarini A.	72896
	Не определен	72764
	Не определен	28049
	Не определен	28049
	Не определен	28049
	Не определен	36121
	Не определен	36121
	Не определен	28050
	Не определен	28050
	Не определен	28053
	pfizer Manufacturing Deutschland	60835
	Не определен	70362
	uNISOURCE SHANGHAI LTD	65596
	uNISOURCE SHANGHAI LTD	69155
	Не определен	73156
	Не определен	28060
	Не определен	52955
	Не определен	31716
	Не определен	68443
	Не определен	71931
	Не определен	28074
	Не определен	28074
	Не определен	28074
	Не определен	61319
	Не определен	62217
	Не определен	57013
	Не определен	30860
	Не определен	30860
	"Eagle Nutrionals, Inc." US	44274
	Не определен	41187
	Не определен	50569
	Не определен	50569
	Не определен	58101
	Не определен	58101
	Не определен	69214
	Не определен	69214
	Не определен	50886
	Не определен	32633
	Не определен	32633
	Не определен	72271
	Не определен	71765
	Не определен	68980
	sFM Hospital Products	72612
	Не определен	71414
	novo Nordisk	55357
	Не определен	57189
	Не определен	66920
	Не определен	72765
	lusomedicamenta-Sociedade Tecnic	72972
	Не определен	61150
	Не определен	70711
	recordati	68045
	recordati	68045
	Не определен	66181
	Не определен	69651
	Не определен	72963
	Не определен	72964
	Не определен	70739
	Не определен	69668
	herbion Pakistan Private Limited	71303
	Не определен	69360
	Не определен	69360
	Не определен	49120
	mSD International/Merck Sharp & Dohme	67831
	Не определен	55071
	Не определен	54157
	Не определен	54157
	Не определен	56691
	Не определен	56691
	Не определен	55817
	Не определен	70358
	Не определен	72954
	Не определен	72954
	Не определен	73132
	Не определен	68298
	medical Technology Products,Inc	73129
	Не определен	44244
	Не определен	47682
	Не определен	30608
	Не определен	69237
	Не определен	73335
	pro.Med.	63679
	Не определен	65671
	Не определен	65671
	Не определен	34002
	Не определен	34002
	Не определен	63457
	balkanpharma	46706
	Не определен	60707
	Не определен	61766
	Не определен	33389
	berlin-chemie	69475
	berlin-chemie	69475
	berlin-chemie	68537
	Не определен	49097
	Не определен	46587
	Не определен	70904
	Не определен	71629
	Не определен	68365
	Не определен	28101
	biofarma S.r.l.	73332
	Не определен	72151
	Не определен	72151
	"Eagle Nutrionals, Inc." US	28110
	Не определен	67538
	Не определен	72509
	Не определен	55409
	Не определен	55410
	Не определен	55410
	Не определен	55410
	Не определен	55411
	Не определен	55412
	Не определен	55413
	Не определен	71574
	Не определен	59825
	"Eurosirel s.r.l."	64398
	sentiss Pharma PVT.LTD	55119
	Не определен	49397
	Не определен	71586
	Не определен	71700
	Не определен	54289
	Не определен	64617
	Не определен	32435
	"Eagle Nutrionals, Inc." US	36879
	Не определен	34766
	Не определен	65424
	Не определен	66399
	pro.Med.	59887
	Не определен	71493
	Не определен	67601
	Не определен	72930
	Не определен	33068
	Не определен	64165
	Не определен	64165
	Не определен	73329
	Не определен	72647
	Не определен	72645
	berlin-chemie/Menarini	55017
	Не определен	28127
	Не определен	33619
	Не определен	68485
	Не определен	68485
	Не определен	65565
	Не определен	68441
	Не определен	61966
	Не определен	58039
	Не определен	64613
	Не определен	69292
	Не определен	30901
	Не определен	43438
	Не определен	41057
	Не определен	31246
	Не определен	31181
	Не определен	40946
	Не определен	67695
	Не определен	71984
	Не определен	61899
	Не определен	61900
	Не определен	49630
	Не определен	30739
	Не определен	30739
	Не определен	31806
	Не определен	32892
	Не определен	31975
	Не определен	31975
	Не определен	33056
	Не определен	69086
	Не определен	31816
	Не определен	31986
	Не определен	41317
	"PRVA KUPEL NA A.S."	63826
	Не определен	72712
	Не определен	40731
	Не определен	31033
	Не определен	72894
	"Eagle Nutrionals, Inc." US	61169
	Не определен	30818
	Не определен	31296
	Не определен	31308
	Не определен	31302
	Не определен	31302
	Не определен	31303
	Не определен	31300
	Не определен	65457
	Не определен	65457
	Не определен	65457
	Не определен	31500
	Не определен	31500
	Не определен	61320
	Не определен	65073
	Не определен	28364
	Не определен	28364
	Не определен	72248
	Не определен	71893
	Не определен	72564
	Не определен	35001
	Не определен	72865
	Не определен	72002
	Не определен	72504
	Не определен	58268
	Не определен	68267
	Не определен	54311
	Не определен	54311
	Не определен	54311
	Не определен	68048
	Не определен	68048
	Не определен	65873
	Не определен	67040
	Не определен	66341
	"Eagle Nutrionals, Inc." US	28136
	Не определен	58304
	Не определен	58304
	Не определен	56769
	Не определен	62452
	Не определен	55607
	Не определен	62551
	Не определен	63037
	Не определен	71555
	Не определен	63117
	Не определен	59341
	Не определен	33527
	Не определен	70560
	Не определен	38864
	Не определен	70260
	Не определен	34950
	Не определен	68259
	Не определен	68259
	Не определен	71564
	Не определен	71564
	Не определен	72027
	Не определен	72992
	Не определен	56088
	Не определен	69960
	Не определен	33445
	Не определен	33445
	Не определен	66468
	Не определен	71943
	Не определен	71654
	Не определен	59518
	glenmark	54939
	Не определен	50709
	Не определен	40848
	"Eagle Nutrionals, Inc." US	43777
	rottapharm	61493
	bionorica	61383
	bionorica	54387
	Не определен	35087
	Не определен	35932
	Не определен	70983
	avizor	71385
	avizor	71385
	Не определен	35604
	Не определен	30345
	Не определен	30345
	emcure Pharmaceuticals	73340
	Не определен	48915
	Не определен	28185
	Не определен	35657
	Не определен	73068
	Не определен	70297
	Не определен	70297
	Не определен	70297
	Не определен	72634
	Не определен	70591
	Не определен	71822
	Не определен	71822
	sandoz	43222
	Не определен	51138
	Не определен	51138
	salus-Haus GmbH & Co.KG	59057
	Не определен	72506
	Не определен	66900
	Не определен	67437
	Не определен	67437
	Не определен	68369
	menarini A.	70774
	berlin-chemie	68046
	Не определен	63648
	Не определен	56368
	Не определен	68837
	"Eagle Nutrionals, Inc." US	45011
	Не определен	56965
	sopharma	54900
	Не определен	71908
	Не определен	68840
	alkaloid	68150
	alkaloid	68150
	"Eagle Nutrionals, Inc." US	28215
	"Eagle Nutrionals, Inc." US	28216
	Не определен	42642
	vogt/Jiangsu Kanghula	58228
	vogt/Jiangsu Kanghula	56808
	Не определен	63656
	Не определен	73275
	Не определен	73275
	Не определен	34631
	Не определен	70724
	Не определен	73268
	Не определен	73261
	Не определен	72798
	Не определен	72789
	Не определен	72789
	Не определен	53514
	Не определен	35355
	Не определен	64564
	Не определен	28223
	uCB	61479
	Не определен	62694
	industrias Farmaseuticas Almiral	54534
	Не определен	48604
	Не определен	39452
	Не определен	28226
	Не определен	28226
	Не определен	39696
	dae Hwa Pharmaceutical Co. Ltd.	72009
	Не определен	56602
	Не определен	58656
	fine Foods & Pharmaceuticals	72495
	Не определен	72751
	novartis Pharma	72343
	salutas Pharma Gmbh	72587
	Не определен	71378
	Не определен	71378
	Не определен	64758
	Не определен	64758
	Не определен	59834
	Не определен	73029
	Не определен	72490
	Не определен	65342
	Не определен	36946
	Не определен	36946
	Не определен	56905
	Не определен	54908
	Не определен	70042
	sopharma	55018
	Не определен	62977
	suzhou Hengxiang Import & Export	63549
	Не определен	69206
	Не определен	60876
	Не определен	33859
	"Eagle Nutrionals, Inc." US	28243
	Не определен	56300
	Не определен	64973
	Не определен	64973
	Не определен	47295
	Не определен	42547
	Не определен	51436
	Не определен	51438
	Не определен	41059
	Не определен	65383
	bayer Bitterfeld	69350
	Не определен	71468
	Не определен	70547
	Не определен	73026
	abbvie S.r.L	71635
	Не определен	33461
	Не определен	64699
	Не определен	66410
	Не определен	28260
	Не определен	28260
	Не определен	61488
	Не определен	72190
	"Eagle Nutrionals, Inc." US	38754
	"Eagle Nutrionals, Inc." US	38754
	Не определен	32577
	"Eagle Nutrionals, Inc." US	28265
	glenmark	54809
	Не определен	32743
	deutsche Homoopathie-Union DHU-A	72885
	Не определен	42954
	Не определен	64185
	Не определен	65372
	Не определен	65372
	Не определен	65372
	Не определен	72718
	Не определен	72718
	Не определен	61411
	Не определен	71054
	Не определен	70769
	Не определен	71125
	Не определен	67763
	kimberly-Clark s.r.o.	72119
	Не определен	70804
	Не определен	70804
	Не определен	73201
	Не определен	52160
	Не определен	69329
	Не определен	50628
	Не определен	58759
	pierre Fabre	72342
	Не определен	32578
	pharma Wernigerode	72771
	Не определен	28275
	Не определен	69387
	Не определен	69393
	Не определен	63053
	kRKA	65681
	Не определен	65689
	novartis Pharma	54535
	Не определен	34408
	Не определен	34408
	Не определен	72389
	Не определен	72258
	Не определен	71946
	novartis Pharma	72897
	Не определен	70927
	Не определен	71948
	Не определен	71947
	Не определен	67581
	Не определен	67438
	Не определен	67438
	Не определен	71127
	Не определен	67973
	Не определен	73123
	Не определен	28281
	Не определен	59300
	Не определен	43711
	Не определен	62062
	Не определен	62062
	Не определен	35979
	Не определен	72290
	Не определен	72505
	shreya	71585
	shreya	71585
	Не определен	55622
	Не определен	28290
	Не определен	28290
	Не определен	40871
	Не определен	40871
	Не определен	73295
	Не определен	72940
	Не определен	72546
	Не определен	54452
	Не определен	47679
	Не определен	64623
	Не определен	64623
	Не определен	42423
	Не определен	67133
	Не определен	46354
	Не определен	30265
	Не определен	73028
	Не определен	35726
	Не определен	73305
	trommsdorff GmbH & Co. KG/Labora	71270
	Не определен	64731
	Не определен	61883
	Не определен	61883
	merckle GmbH	70528
	merckle GmbH	70528
	Не определен	39576
	Не определен	39577
	Не определен	68572
	Не определен	68572
	Не определен	61845
	merckle GmbH	72793
	Не определен	71035
	Не определен	28312
	Не определен	64053
	Не определен	57358
	Не определен	72928
	Не определен	73265
	Не определен	73296
	Не определен	57357
	altermed Corporation a.s"	59417
	Не определен	57137
	reckitt Benckiser	72679
	Не определен	53226
	Не определен	53226
	Не определен	56592
	Не определен	35690
	Не определен	35690
	takeda	73120
	Не определен	69485
	Не определен	63345
	Не определен	65428
	Не определен	68224
	Не определен	56516
	Не определен	33730
	Не определен	28326
	Не определен	28327
	Не определен	63677
	Не определен	34968
	Не определен	72763
	Не определен	72870
	Не определен	73272
	Не определен	28332
	Не определен	63541
	Не определен	71537
	stafford Miller	65049
	Не определен	30547
	Не определен	30547
	Не определен	39053
	Не определен	54388
	Не определен	64795
	Не определен	73336
	Не определен	52841
	Не определен	69914
	Не определен	38136
	Не определен	38136
	Не определен	28345
	Не определен	28345
	Не определен	40746
	Не определен	71751
	Не определен	71753
	Не определен	39959
	Не определен	54734
	Не определен	41033
	Не определен	62489
	Не определен	62489
	cadila Pharmaceuticals Ltd.	69433
	hangzhou Credible Sanitary Produ	73289
	Не определен	40576
	Не определен	40576
	Не определен	39835
	Не определен	40784
	Не определен	39561
	Не определен	39562
	Не определен	39562
	Не определен	61497
	Не определен	69844
	Не определен	68313
	Не определен	71013
	Не определен	47207
	biologische Heilmittel GmbH	69174
	biologische Heilmittel GmbH	69174
	Не определен	72848
	Не определен	38187
	Не определен	70212
	Не определен	70212
	Не определен	60648
	Не определен	60010
	Не определен	55774
	Не определен	65907
	Не определен	73290
	Не определен	66042
	Не определен	64378
	Не определен	48769
	Не определен	28368
	Не определен	28368
	vetProm AD	67667
	Не определен	70215
	Не определен	67822
	Не определен	70011
	Не определен	70011
	Не определен	70011
	Не определен	71267
	Не определен	71267
	Не определен	62125
	Не определен	61602
	Не определен	56976
	Не определен	54313
	Не определен	28379
	Не определен	28380
	Не определен	57256
	Не определен	35095
	Не определен	60419
	Не определен	36281
	Не определен	37833
	apexmed International B.V.	52833
	Не определен	70580
	Не определен	70581
	Не определен	36963
	Не определен	48504
	Не определен	28387
	Не определен	37322
	Не определен	37322
	Не определен	69997
	bayer AG	70561
	bayer Weimar	70187
	bayer Weimar	55925
	Не определен	71605
	Не определен	68961
	Не определен	51282
	Не определен	65789
	Не определен	70913
	Не определен	72010
	walmark	71144
	uCB	60845
	Не определен	62654
	Не определен	70775
	Не определен	70775
	Не определен	71852
	Не определен	71852
	Не определен	58697
	Не определен	72917
	Не определен	72917
	Не определен	72916
	Не определен	62079
	Не определен	51134
	Не определен	62030
	Не определен	72022
	Не определен	51865
	Не определен	28400
	Не определен	69978
	Не определен	72167
	Не определен	72240
	Не определен	72241
	Не определен	48762
	Не определен	70786
	Не определен	72097
	zenith Infant Products Co.,Ltd	72738
	zenith Infant Products Co.,Ltd	72739
	Не определен	55252
	Не определен	65566
	Не определен	31525
	Не определен	31034
	Не определен	65826
	Не определен	43895
	Не определен	30426
	Не определен	30426
	Не определен	30426
	Не определен	31405
	Не определен	56576
	medac GmbH	30834
	Не определен	63485
	Не определен	69655
	Не определен	31355
	Не определен	66974
	Не определен	64156
	Не определен	50047
	gUANGZHOU FOURTO SANITARY PRODUCTS CO.,	72361
	Не определен	69916
	Не определен	69916
	Не определен	70060
	Не определен	72416
	Не определен	47080
	instituto De Angely	72657
	instituto De Angely	72657
	Не определен	73257
	Не определен	73257
	Не определен	39855
	Не определен	70008
	saneca Pharmaceuticals	55564
	saneca Pharmaceuticals	55564
	saneca Pharmaceuticals	65631
	Не определен	33021
	Не определен	67047
	dr.Theiss Naturwaren	70776
	dr.Theiss Naturwaren	70776
	Не определен	57999
	Не определен	73176
	arcam	73144
	Не определен	32548
	Не определен	33354
	Не определен	33355
	Не определен	33356
	hebei Fenghe Biotechnology INC.,	72839
	Не определен	51823
	deerland Probiotics & Enzymes, I	70049
	Не определен	34271
	Не определен	72237
	Не определен	70122
	Не определен	67087
	Не определен	65884
	Не определен	72682
	Не определен	30409
	Не определен	64948
	biose Industrie	58769
	Не определен	38531
	Не определен	28429
	Не определен	62652
	Не определен	64155
	Не определен	39865
	Не определен	43257
	Не определен	55656
	Не определен	55656
	Не определен	55656
	Не определен	38342
	Не определен	71273
	Не определен	72162
	Не определен	72162
	Не определен	73333
	Не определен	72778
	suzhou Hengxiang Import & Export	59695
	suzhou Hengxiang Import & Export	59695
	micro Labs	68398
	Не определен	52209
	"Eagle Nutrionals, Inc." US	28442
	Не определен	71509
	Не определен	71509
	Не определен	73171
	Не определен	72173
	Не определен	73187
	Не определен	62052
	Не определен	66307
	Не определен	70300
	Не определен	70300
	Не определен	64189
	Не определен	46649
	Не определен	28450
	Не определен	28450
	Не определен	65066
	Не определен	66171
	teva	59187
	Не определен	72231
	madaus	54423
	"Eurosirel s.r.l."	34480
	"Eurosirel s.r.l."	34480
	Не определен	28460
	Не определен	71965
	Не определен	72256
	Не определен	72256
	Не определен	72161
	Не определен	42256
	Не определен	37615
	Не определен	62082
	Не определен	34005
	Не определен	35178
	Не определен	60773
	Не определен	73300
	Не определен	66687
	Не определен	66959
	Не определен	58854
	Не определен	59466
	Не определен	63717
	Не определен	63717
	Не определен	61214
	Не определен	61215
	Не определен	42976
	Не определен	67413
	Не определен	73142
	Не определен	48192
	Не определен	65846
	Не определен	52658
	Не определен	37407
	Не определен	52843
	Не определен	52193
	Не определен	65847
	Не определен	72363
	Не определен	38183
	Не определен	70062
	Не определен	72063
	Не определен	39332
	Не определен	41922
	"Eagle Nutrionals, Inc." US	28481
	Не определен	73059
	Не определен	72854
	Не определен	65746
	Не определен	64335
	Не определен	64335
	Не определен	54642
	Не определен	70692
	Не определен	28484
	Не определен	51874
	pierre Fabre	63294
	Не определен	60907
	Не определен	67029
	Не определен	72055
	Не определен	73119
	Не определен	30556
	Не определен	32410
	Не определен	46463
	Не определен	46463
	Не определен	46996
	Не определен	44264
	Не определен	60202
	Не определен	71327
	Не определен	71327
	Не определен	66539
	Не определен	65010
	Не определен	72485
	Не определен	72486
	Не определен	62195
	Не определен	28496
	Не определен	71857
	Не определен	28497
	Не определен	28497
	Не определен	28498
	Не определен	60169
	Не определен	60169
	biologische Heilmittel GmbH	66961
	Не определен	69116
	Не определен	68486
	Не определен	66876
	Не определен	68191
	Не определен	28501
	Не определен	28501
	Не определен	69700
	Не определен	63145
	Не определен	58713
	Не определен	60905
	Не определен	45442
	Не определен	45442
	Не определен	67891
	Не определен	60685
	Не определен	35268
	Не определен	53148
	Не определен	67869
	Не определен	28508
	Не определен	33898
	Не определен	35058
	Не определен	48975
	Не определен	69238
	Не определен	69238
	Не определен	70612
	Не определен	69221
	Не определен	72640
	Не определен	71968
	Не определен	64828
	pfizer/R-Pharm	64451
	Не определен	32339
	devicare S.L. Av.Can Domenech	71477
	devicare S.L. Av.Can Domenech	71478
	Не определен	72984
	Не определен	30709
	Не определен	62655
	saneca Pharmaceuticals	62691
	Не определен	70722
	sanofi Ilac Sanayi ve Ticaret	72482
	sanofi Ilac Sanayi ve Ticaret	72482
	Не определен	63038
	Не определен	63161
	Не определен	56966
	Не определен	72157
	Не определен	73088
	Не определен	73121
	Не определен	72946
	Не определен	72447
	Не определен	64200
	Не определен	62379
	Не определен	37039
	Не определен	37009
	Не определен	54389
	Не определен	36909
	Не определен	36909
	Не определен	66439
	Не определен	66585
	Не определен	72236
	Не определен	36932
	Не определен	72795
	Не определен	72795
	Не определен	72850
	Не определен	28540
	Не определен	36359
	Не определен	68528
	kRKA	68268
	kRKA	68268
	Не определен	70872
	kRKA	68269
	kRKA	68270
	Не определен	67854
	Не определен	72356
	Не определен	72356
	Не определен	58201
	Не определен	68593
	Не определен	55121
	Не определен	55121
	Не определен	28552
	Не определен	71281
	Не определен	46539
	Не определен	66576
	Не определен	45460
	Не определен	64887
	Не определен	64615
	biologische Heilmittel Heel GmbH	71420
	biologische Heilmittel Heel GmbH	71490
	Не определен	42678
	Не определен	70398
	Не определен	65072
	Не определен	45947
	Не определен	60277
	Не определен	36025
	Не определен	72982
	"Nutrilo GmbH"	71447
	Не определен	71756
	Не определен	71755
	Не определен	71754
	Не определен	71757
	Не определен	31385
	Не определен	71063
	Не определен	72102
	Не определен	32868
	Не определен	32868
	Не определен	31037
	Не определен	69371
	Не определен	69371
	Не определен	53457
	Не определен	64980
	Не определен	64980
	Не определен	69822
	Не определен	31108
	Не определен	69535
	egis	55015
	Не определен	31853
	Не определен	58204
	Не определен	71316
	Не определен	68194
	Не определен	49709
	Не определен	64502
	Не определен	49150
	Не определен	67939
	Не определен	67940
	Не определен	67941
	Не определен	67938
	Не определен	73152
	Не определен	36605
	Не определен	49720
	opella Healthcare Hungary Ltd	66966
	pharmygiene-Scat	73115
	pharmygiene-Scat	73115
	Не определен	28563
	Не определен	28563
	walmark	68560
	biofarma S.r.l.	73316
	cooperation Pharmaceutique Franc	71426
	Не определен	62740
	opella Healthcare Hungary Ltd	67959
	opella Healthcare Hungary Ltd	69719
	Не определен	60692
	Не определен	71724
	Не определен	71724
	Не определен	68473
	Не определен	63030
	Не определен	28568
	biovencer Healthcare	71615
	Не определен	60710
	Не определен	60710
	Не определен	73248
	Не определен	72941
	Не определен	63467
	Не определен	72507
	Не определен	65154
	doppel Farmaceutici	56164
	Не определен	37334
	Не определен	65705
	wecare Probiotics Co. Ltd	70728
	danisco France SAS	72869
	danisco France SAS	55978
	danisco France SAS	72720
	Не определен	28577
	Не определен	67921
	Не определен	67921
	gTI USA	73046
	Не определен	42840
	Не определен	59544
	Не определен	54284
	Не определен	54284
	Не определен	73194
	Не определен	73245
	Не определен	67582
	Не определен	67582
	Не определен	72313
	Не определен	72313
	Не определен	37296
	Не определен	37296
	Не определен	56980
	Не определен	73130
	Не определен	71769
	Не определен	68844
	Не определен	50242
	Не определен	70364
	Не определен	70364
	Не определен	70364
	Не определен	70364
	Не определен	70364
	Не определен	68195
	Не определен	72282
	Не определен	44770
	Не определен	67899
	Не определен	41690
	kRKA	69078
	Не определен	43800
	Не определен	70571
	Не определен	71182
	Не определен	71182
	Не определен	69265
	Не определен	47784
	Не определен	60168
	Не определен	72690
	Не определен	37745
	Не определен	62431
	Не определен	45652
	Не определен	48917
	Не определен	68567
	Не определен	73033
	Не определен	59488
	Не определен	72675
	Не определен	73255
	Не определен	43474
	Не определен	73301
	Не определен	28601
	Не определен	28601
	Не определен	65081
	Не определен	73116
	Не определен	68910
	Не определен	72477
	Не определен	71879
	Не определен	39259
	Не определен	67373
	Не определен	61634
	Не определен	73214
	Не определен	65696
	Не определен	69034
	Не определен	69035
	Не определен	69036
	Не определен	50332
	Не определен	73113
	Не определен	47194
	Не определен	54545
	ningbo Raffini Import&Export Co.Ltd	71193
	ningbo Raffini Import&Export Co.Ltd	72637
	ningbo Raffini Import&Export Co.Ltd	71195
